FromId:START_ID¿ToId:END_ID¿RelationLabel:TYPE¿RelationType¿Arguments
1¿2¿"AST_parentOf"¿"body"¿{"arg":0}
1¿8¿"AST_parentOf"¿"body"¿{"arg":1}
1¿21¿"AST_parentOf"¿"body"¿{"arg":2}
2¿3¿"AST_parentOf"¿"declarations"¿{"arg":0}
3¿4¿"AST_parentOf"¿"id"¿{"kwarg":"$"}
3¿5¿"AST_parentOf"¿"init"¿{}
5¿6¿"AST_parentOf"¿"callee"¿{"kwarg":"require"}
5¿7¿"AST_parentOf"¿"arguments"¿{"arg":0}
8¿9¿"AST_parentOf"¿"id"¿{"kwarg":"changeColor"}
8¿10¿"AST_parentOf"¿"params"¿{"arg":0}
8¿11¿"AST_parentOf"¿"body"¿{}
11¿12¿"AST_parentOf"¿"body"¿{"arg":0}
12¿13¿"AST_parentOf"¿"expression"¿{}
13¿14¿"AST_parentOf"¿"callee"¿{}
13¿19¿"AST_parentOf"¿"arguments"¿{"arg":0}
13¿20¿"AST_parentOf"¿"arguments"¿{"arg":1}
14¿15¿"AST_parentOf"¿"object"¿{}
14¿18¿"AST_parentOf"¿"property"¿{"kwarg":"css"}
15¿16¿"AST_parentOf"¿"callee"¿{"kwarg":"$"}
15¿17¿"AST_parentOf"¿"arguments"¿{"arg":0}
21¿22¿"AST_parentOf"¿"expression"¿{}
22¿23¿"AST_parentOf"¿"left"¿{}
22¿26¿"AST_parentOf"¿"right"¿{"kwarg":"changeColor"}
23¿24¿"AST_parentOf"¿"object"¿{"kwarg":"window"}
23¿25¿"AST_parentOf"¿"property"¿{"kwarg":"changeColor"}
1¿2¿"CFG_parentOf"¿"Epsilon"¿"normal"
2¿21¿"CFG_parentOf"¿"Epsilon"¿"normal"
21¿27¿"CFG_parentOf"¿"Epsilon"¿"exit"
11¿12¿"CFG_parentOf"¿"Epsilon"¿"normal"
12¿28¿"CFG_parentOf"¿"Epsilon"¿"exit"
11¿12¿"PDG_parentOf"¿"DataFlow"¿"color_str"
